author_id,author_name,affiliation_full_name,city,affiliation,affiliation_id
56480346800,"Ainane, Ayoub"," Superior School of Technology of Khenifra (EST-Khenifra), University of Sultan Moulay Slimane, BP 170, Khenifra, 54000, Morocco",Khénifra,est,174
57214068561,"Hajji, Rafika","Geomatic Sciences and Topographic Engineering, IAV Hassan II, Rabat, Morocco",Rabat,,
57194679033,"Oulidi, Hassane"," Geomatic Sciences, EHTP, Casablanca, Morocco",Casablanca,,
56480346800,"Ainane, Ayoub"," Superior School of Technology of Khenifra (EST-Khenifra), University of Sultan Moulay Slimane, BP 170, Khenifra, 54000, Morocco",Khénifra,est,174
57218949418,"housse, Mohamed","Process Engineering Laboratory, Team “Materials and Physico-Chemistry of Water”, Faculty of Sciences, Ibn Zohr University, Agadir, Morocco",Agadir,faculty of sciences,91
35558665900,"Hadfi, Abdallah"," Team of Physical Chemistry and Environment, Faculty of Sciences, Ibn Zohr University, Agadir, Morocco",Agadir,faculty of sciences,91
57214226744,"Karmal, Ilham"," Faculty of Applied Sciences, Ibn Zohr University, Aït Melloul, Morocco",,,
57222246406,"Yamani, Siham","IAV Hasssan II, Rabat, Morocco",Rabat,,
57214068561,"Hajji, Rafika"," Geomatic Sciences and Topographic Engineering, IAV Hassan II, Rabat, Morocco",Rabat,,
57194599047,"Ezzariai, Amine","African Sustainable Agriculture Research Institute, Mohammed VI Polytechnic University, Laayoune, Morocco",Laayoune,,
6603925119,"Hafidi, Mohamed"," Laboratoire Biotechnologies Microbiennes, Agrosciences et Environnement (BioMagE), Unité de Recherche Labellisée, Faculty of Science Semlalia, Cadi Ayyad University, Marrakech, Morocco",Marrakech,faculty of science semlalia,23
57195483313,"Bakrim, Widad"," Agrobiosciences Department, Mohammed VI Polytechnic University, Benguérir, Morocco",,,
56233639600,"Li, Qiang"," Imed-Lab, Faculty of Sciences and Technology, Cadi Ayyad University (UCA), Abdelkarim Elkhattabi Avenue, Gueliz, P.O. Box 549, Marrakech, 40000, Morocco",Marrakech,faculty of sciences,23
37002608300,"Eddaoudi, Fatima","Université Sultan Moulay Slimane, Faculté Polydisciplinaire de Khouribga, B.P: 145-25000, Khouribga, Morocco",Khouribga,faculte polydisciplinaire,166
6504824325,"Mallouk, Siham"," Laboratoire de Chimie Appliquée des Matériaux, Centres des Sciences des Matériaux, Faculty of Sciences, Mohammed V University in Rabat, Avenue Ibn Battouta, BP 1014, Rabat, Morocco",Rabat,faculty of sciences,125
35409030400,"Farrouji, Amine"," Lycée qualifiant Zerktouni, BP 2390, Marrakech, 40140, Morocco",Marrakech,,
57219992605,"Aarab, Imane","Laboratory of Applied Chemistry and Biomass, Department of Chemistry & Development, Faculty of Sciences Semlalia-Marrakesh (FSSM), Cadi Ayyad University, Boulevard Prince My Abdellah, BP 2390, Marrakesh, 40000, Morocco",Marrakech,faculty of sciences semlalia,23
57216582536,"Derqaoui, Mohammed"," Laboratory of Georessources, Geoenvironment & Civil Engineering, Department of Earth Sciences, Faculty of Sciences and Technologies of Marrakesh (FSTM), Cadi Ayyad University, Boulevard Abdelkrim Al Khattabi, BP 549, Marrakesh, 40000, Morocco",Marrakech,faculty of sciences,23
7801498219,"Amari, Khalid"," Laboratory of Analysis of Geological Materials, Department of Geology and Sustainable Mining, Mohammed VI Polytechnic University, Lot 660, Hay Moulay Rachid, Benguerir, 43150, Morocco",,,
8640375700,"Fomba, Khanneh"," LS3MN3E-CERNE2D, Faculty of Science, Mohammed V University in Rabat, 4 Avenue Ibn Battouta, B.P. 1040, Rabat, 10100, Morocco",Rabat,faculty of science,125
57194679033,"Oulidi, Hassane","Geomatic Sciences, EHTP, Casablanca, Morocco",Casablanca,,
57214068561,"Hajji, Rafika"," Geomatic Sciences and Topographic Engineering, IAV Hassan II, Rabat, Morocco",Rabat,,
57209730287,"Boudad, L","Mohammed V University in Rabat, Laboratory of Physics and Chemistry of Inorganic and Organic Materials (LPCMIO), Materials Science Research Center (CSM), Ecole Normale Supérieure, Rabat, Morocco",Rabat,ecole normale superieure,132
7003906104,"Taibi, M"," Mohammed V University in Rabat, Faculty of Sciences, MANAPSE, Rabat, Morocco",Rabat,faculty of sciences,125
58726329800,"Ahmed, M"," Faculte des Sciences et Techniques, Abdelmalek Essaadi University, Tangier, Morocco",Tanger,faculte des sciences et techniques,9
57795229700,"Roy, Amit","The Global Phosphorus Institute, Morocco",,,
58104472800,"Moufid, Oumayma","EHTP, Casablanca, Morocco",Casablanca,,
57202156500,"Moulad, L","Hassan II University/ FSJES AC, Casablanca, Morocco",Casablanca,hassan 2 university,53
57214068561,"Hajji, Rafika","Geomatic Sciences and Topographic Engineering, IAV Hassan II, Rabat, Morocco",Rabat,,
57194679033,"Oulidi, Hassane"," Geomatic Sciences, EHTP, Casablanca, Morocco",Casablanca,,
56480346800,"Ainane, Ayoub"," Superior School of Technology of Khenifra (EST-Khenifra), University of Sultan Moulay Slimane, BP 170, Khenifra, 54000, Morocco",Khénifra,est,174
57203986182,"Laghzaoui, El","Laboratory of Water, Biodiversity and Climatic Change, Faculty of Sciences, Cadi Ayyad University, Semlalia, Marrakech, Morocco",Marrakech,faculty of sciences,23
6508271333,"Amahmid, Omar"," Department of Life and Earth Sciences, Biology and Geology Research Units, Regional Centre for Careers in Education and Training CRMEF-Marrakech, Marrakech, 40 000, Morocco",Marrakech,,
6506248688,"Abbad, Abdelaziz"," Laboratory of Microbial Biotechnologies, Agrosciences and Environment, Faculty of Sciences Semlalia, Cadi Ayyad University, Marrakech, Morocco",Marrakech,faculty of sciences semlalia,23
57215966020,"Maliari, M","Rsgis Lab, Remote Sensing Gis Unit, Tetuan, Morocco",Tétouan,,
57194346885,"Baba, Yousra","3ER Team, Department of Energy, Ecole Nationale Supérieure d'Arts et Métiers de Meknès, Moulay Ismail University, B.P. 15290 El Mansour, Meknès, Morocco",Meknès,moulay ismail university,137
14029854300,"Mers, Ahmed"," Materials Science, Energy and Nano-engineering department, Mohammed VI Polytechnic University, Lot 660-Hay Moulay Rachid, Ben Guerir, Morocco",,,
57203269638,"Allaouzi, I","LIST Faculty of Sciences and Techniques, Abdelmalek Essaadi University, Tangier, Morocco",Tanger,faculty of sciences and techniques,9
57193026840,"Benamrou, B"," MMC Faculty of Sciences and Techniques, Abdelmalek Essaadi University, Tangier, Morocco",Tanger,faculty of sciences and techniques,9
57397467600,"Allaouzi, A"," LISAC Faculty of Science Dhar El Mahraz, Sidi Mohamed Ben Abdellah University, Fez, Morocco",Fès,faculty of science dhar el mahraz,153
59212243100,"Frichi, Youness","Industrial Services and Technologies, High School of Technology, Sidi Mohamed Ben Abdellah University, Fez, 30 000, Morocco",Fès,sidi mohamed ben abdellah university,148
57203637644,"Kacem, Abderrahmane"," Laboratory of Innovative Technologies, Abdelmalek Essaadi University, Tangier, Morocco",Tanger,,
44861244000,"Jawab, Fouad"," Multidisciplinary Research and, Innovation Laboratory, EMSI, Casablanca, Morocco",Casablanca,,
57214068561,"Hajji, Rafika","Geomatic Sciences and Topographic Engineering, IAV Hassan II, Rabat, Morocco",Rabat,,
57194679033,"Oulidi, Hassane"," Geomatic Sciences, EHTP, Casablanca, Morocco",Casablanca,,
57214068561,"Hajji, Rafika","Geomatic Sciences and Topographic Engineering, IAV Hassan II, Rabat, Morocco",Rabat,,
57194679033,"Oulidi, Hassane"," Geomatic Sciences, EHTP, Casablanca, Morocco",Casablanca,,
57480413000,"Oumoussa, Abderrazzak","Sultan Moulay Slimane University, Morocco",,,
7005992502,"Shazly, Assem"," African Genome Center, Mohammed VI Polytechnic University (UM6P), Ben Guerir, Morocco",,,
55625732000,"Raey, Mohamed"," AgroBioSciences Research, Mohammed VI Polytechnic University, Ben-Guerir, Morocco",,,
57299159200,"Elkoua, I","Laboratory of Solid Physics, Faculty of Sciences Dhar El Mahraz, Sidi Mohamed Ben Abdellah University, BP 1796, Fez, Morocco",Fès,faculty of sciences dhar el mahraz,153
57218515733,"Guellaf, Achraf","Département de Biologie, Faculté des Sciences de Tétouan, Université Abdelmalek Essaâdi, Tétouan, Morocco",Tétouan,faculte des sciences,6
15025744600,"Bennas, Nard"," Faculté Polydisciplinaire de Taza, Université Mohamed Ben Abdellah, Fès, Morocco",Fès,,
57214068561,"Hajji, Rafika","Geomatic Sciences and Topographic Engineering, IAV Hassan II, Rabat, Morocco",Rabat,,
57194679033,"Oulidi, Hassane"," Geomatic Sciences, EHTP, Casablanca, Morocco",Casablanca,,
57214068561,"Hajji, Rafika","Geomatic Sciences and Topographic Engineering, IAV Hassan II, Rabat, Morocco",Rabat,,
57194679033,"Oulidi, Hassane"," Geomatic Sciences, EHTP, Casablanca, Morocco",Casablanca,,
23491681300,"Bouziani, M","School of Geomatic Sciences and Surveying Engineering, IAV Hassan II, Rabat, Morocco",Rabat,,
57397430900,"Amraoui, M"," AXIGEO, Cabinet Ouail Benkirane, Marrakech, Morocco",Marrakech,,
6506500946,"Haidine, A","Dept. Tri, National School of Applied Sciences, El Jadida, Morocco",El Jadida,national school of applied sciences,39
57197759202,"Allal, A"," Lab Ssdia, Ecole Normale Supérieure de l'Enseignement Technique, Mohammedia, Morocco",Mohammedia,ecole normale superieure de l'enseignement technique,70
57397456900,"Badri, H","National School of Business and Management (ENCG Fès), USMBA-Sidi Mohamed Ben Abdellah University, Fès, Morocco",Fès,encg,158
57210171671,"Hmioui, A"," Laboratory for Research and Studies in Management, Entrepreneurship and Finance (LAREMEF), USMBA-Sidi Mohamed Ben Abdellah University, Fès, Morocco",Fès,usmba,148
56480346800,"Ainane, Ayoub"," Superior School of Technology of Khenifra (EST-Khenifra), University of Sultan Moulay Slimane, BP 170, Khenifra, 54000, Morocco",Khénifra,est,174
55991076200,"Mrabet, Rachid","Institut National de la Recherche Agronomique (INRA), Rabat, Morocco",Rabat,,
44461858700,"Moussadek, Rachid"," International Centre for Agricultural Research in the Dry Areas (ICARDA), Institut National de la Recherche Agronomique (INRA), Rabat, Morocco",Rabat,,
55613341400,"Devkota, Mina"," International Centre for Agricultural Research in the Dry Areas (ICARDA), Rabat, Morocco",Rabat,,
56480346800,"Ainane, Ayoub"," Superior School of Technology of Khenifra (EST-Khenifra), University of Sultan Moulay Slimane, BP 170, Khenifra, 54000, Morocco",Khénifra,est,174
57218116578,"Ballouch, Zouhair","IAV Hasssan II, Rabat, Morocco",Rabat,,
57214068561,"Hajji, Rafika"," Geomatic Sciences and Topographic Engineering, IAV Hassan II, Rabat, Morocco",Rabat,,
57443233600,"Addonizio, P"," MIS-LISTD Laboratory, Computer Science Department, Mines-Rabat School (ENSMR), Avenue Hadj Ahmed Cherkaoui, Agdal, Rabat, Morocco",Rabat,,
57188675770,"Ojeda, M"," Group of Optoelectronic of Semiconductors and Nanomaterials, ENSAM, Mohammed v University in Rabat, Rabat, Morocco",Rabat,ensam,130
57397276600,"Fadili, H","National School of Applied Sciences, University Ibn Tofail, Kenitra, Morocco",Kénitra,national school of applied sciences,78
57193324519,"Ouakki, Moussa","Laboratory of Organic Chemistry, catalysis and Environment, Faculty of Sciences, Ibn Tofaïl University, P.O. Box 133, Kenitra, 14000, Morocco",Kénitra,faculty of sciences,77
55867997200,"Galai, Mouhsine"," Laboratory of Advanced Materials and Process Engineering, Faculty of Sciences, University Ibn Tofail PB, Kenitra, 133-14000, Morocco",Kénitra,faculty of sciences,77
56904302000,"Benzekri, Zakaria"," Laboratory of Organometallic, Molecular Materials and Environment, Faculty of Sciences, University Sidi Mohamed Ben Abdellah, BP: 1796, Fez, Morocco",Fès,faculty of sciences,153
57190949803,"chihbi, Elhachmia"," Laboratory of Materials Physics &Subatomics, Department of Physics, Faculty of Sciences, Ibn Tofail University, BP. 242, Kenitra, 14000, Morocco",Kénitra,faculty of sciences,77
25934264300,"Guo, Lei"," Moroccan Foundation for Advanced Science, Innovation and Research (MASCIR), Department of Energy Storage and Multifunctional Coatings, B.P. 10100, Rabat, Morocco",Rabat,,
57189904012,"Dahmani, Khadija"," National Higher School of Chemistry (NHSC), University Ibn Tofail, BP. 133-14000, Kenitra, Morocco",Kénitra,university ibn tofail,72
57411719100,"Dahmane, Ouiam","Faculty of Medicine and Pharmacy, Mohammed V University, Rabat, 10100, Morocco",Rabat,faculty of medicine and pharmacy,126
15077579600,"Zingore, Shamie","African Plant Nutrition Institute, Mohammed VI Polytechnic University, Benguérir, Morocco",,,
57402243000,"Ajil, Ouahib","Laboratory of Mechanical Engineering, Industrial Management and Innovation, Hassan First University of Settat, Morocco",Settat,hassan 1 university,43
57140638700,"Rezzai, Maha"," C3S, Higher School of Technology, Hassan II University of Casablanca, Morocco",Casablanca,higher school of technology,71
57410495900,"Aouine, Mouna","Laboratory of Microbial Biotechnology And Bioactive Molecules, Faculty of Sciences and Techniques, Sidi Mohammed Ben Abdellah University, Fez, 30000, Morocco",Fès,faculty of sciences,153
23487605400,"Zerrouqi, Zahra","Regional Center for Education and Training, Oujda, Morocco",Oujda,,
56105027100,"Abderbi, Jamila"," Department of Biology, Faculty of Sciences, Mohammed 1st University, Oujda, Morocco",Oujda,faculty of sciences,111
55037371600,"Elhafid, Driss"," Department of Geology, Faculty of Sciences, Mohammed 1st University, Oujda, Morocco",Oujda,faculty of sciences,111
57214068561,"Hajji, Rafika","Geomatic Sciences and Topographic Engineering, IAV Hassan II, Rabat, Morocco",Rabat,,
57194679033,"Oulidi, Hassane"," Geomatic Sciences, EHTP, Casablanca, Morocco",Casablanca,,
57398021900,"Fajri, Z","Faculty of Sciences and Techniques of Tangier, Morocco",Tanger,faculty of sciences and techniques,9
57398022000,"Outiskt, M"," Faculty of Sciences and Techniques of Al Hoceima, Morocco",Al Hoceima,faculty of sciences and techniques,10
23490309300,"Tilaoui, Mounir","Experimental Oncology and Natural Substances Team, Cellular and Molecular Immuno-pharmacology, Faculty of Sciences and Technology, Sultan Moulay Slimane University, Beni-Mellal, Morocco",,,
55669064800,"Acodad, Yosra","LIMIARF, Faculty of Sciences, Mohammed V University, Rabat, Morocco",Rabat,faculty of sciences,125
24830017600,"Benamrane, Amine"," INSEA, National Institute of Statistics and Applied Economic, Irfane Rabat, Morocco",Rabat,,
24351330700,"Aich, Ahmed"," Département de Production et Biotechnologie Animales, Institut Agronomique et Vétérinaire Hassan II, Medinat Al Irfane, BP, Rabat, 6202, Morocco",Rabat,,
58117516100,"Aouni, Oussama"," Moroccan-American Studies, Hassan II University, Hay El Baraka Avenue Errahmouni Boualam, Casablanca, 20670, Morocco",Casablanca,hassan 2 university,53
42161181200,"Gourari, A","Laboratory of Physics High Energy and Astrophysics, Faculty of Science Semlalia, Cadi Ayyad University, Marrackech, Morocco",,,
56029671700,"Raoufi, M"," Laboratory of Materials Energy and Environment, Faculty of Sciences Semlalia, Cadi Ayyad University, Marrakech, Morocco",Marrakech,faculty of sciences semlalia,23
57413149800,"Ouaaka, Elmustafa","Department of Physics, Faculty of Science, Materials and Renewable Energies team, LP2MS Laboratory, University Moulay Ismail, Zitoune, Meknes, Morocco",Meknès,faculty of science,140
57200206143,"Ettakni, Mahmoud"," LPTA, Faculty of Sciences-DM, USMBA, Fez, Morocco",Fès,faculty of sciences,153
57211140753,"Hammi, Nisrine","Euromed Research Center, Engineering Division, Euro-Med University of Fes (UEMF), Route de Meknes, Rond-point de Bensouda, Fès, 30070, Morocco",Meknès,,
56970972700,"Marinova, Maya"," Laboratory MSI, Faculty of Sciences, Abdel Malek Essaadi University, B.P. 2121, M'hannech II, Tetouan, Morocco",Tétouan,faculty of sciences,6
57221443727,"Benmessaoud, Mounir","Sidi Mohamed Ben Abdellah University - Morocco, Morocco",,,
57222403589,"Habbat, N","Ritm Laboratory, Ced Ensem Ecole Superieure de Technologie Hassan Ii University, Casablanca, Morocco",Casablanca,ensem,65
57202952570,"Douaioui, Kaoutar","Hassan First University of Settat, Faculty of Science and Technology, Laboratory, Engineering, Industrial Management and Innovation, Route de Casablanca, Settat, BP 577, Morocco",Settat,faculty of science and technology,47
57202950677,"Fri, Mouhsene"," Euromed University of Fes (UEMF), Route de Meknès, Fez, BP 30000, Morocco",Meknès,,
57222630568,"Ali, Ouswati","Cadi Ayyad University, Faculty of Sciences, Laboratory of Pharmacology, Neurobiology, Anthropobiology, and Environment, Semlalia, Marrakesh, 40000, Morocco",Marrakech,faculty of sciences,23
57222633215,"Hachemi, Abdouroihamane"," Regional Forestry Research Center of Marrakesh, Marrakesh, 40000, Morocco",Marrakech,,
57214067375,"Moumni, Aicha"," Cadi Ayyad University, Faculty of Sciences, Laboratory of Fluid Mechanics and Energetics, Semlalia, Marrakesh, 40000, Morocco",Marrakech,faculty of sciences,23
57221648003,"Latif, Fatouma"," Superior School of Technology of Khenifra (EST-Khenifra), University of Sultan Moulay Slimane, BP 170, Khenifra, 54000, Morocco",Khénifra,est,174
57397611500,"Belasri, K","University Ibn Tofail, National School of Applied Sciences Kenitra, Morocco",Kénitra,national school of applied sciences,78
23491681300,"Bouziani, M","School of Geomatic Sciences and Surveying Engineering, IAV Hassan II, Rabat, Morocco",Rabat,,
57397806300,"Mouatassim, H"," Bureau d'Etudes Techniques Mouatassim, Casablanca, Morocco",Casablanca,,
36519911700,"Tighadouini, Said","Laboratory of Organic Synthesis, Extraction and Valorization, Faculty of Sciences, Ain Chock, Hassan II University, BP: 5366, Casablanca, Morocco",Casablanca,hassan 2 university,53
6701440754,"Radi, Smaail"," University Mohammed First, Faculty of Sciences, Laboratory of Applied Chemistry and Environment (LCAE), Oujda, 60000, Morocco",Oujda,faculty of sciences,111
57194169331,"Majdouline, Ilias","Universiapolis, Morocco",,,
59011546200,"Baz, Jamal"," University of Ibn Zohr d’Agadir, Morocco",Agadir,university of ibn zohr,84
56500522100,"Jebli, Fedwa"," Rabat Business School, International University of Rabat, Morocco",Rabat,,
57221615042,"Fattah, G","Civil Hydraulic and Environmental Engineering Laboratory, Water Treatment and Reuse Structure, Mohammadia School of Engineers, Mohammed v University in Rabat, Avenue Ibn Sina B.P 765, Agdal Rabat, 10090, Morocco",Rabat,mohammed 5 university,120
55886214400,"Ghrissi, F"," Laboratory of Spectroscopy, Molec. Modeling, Mat., Nanomaterial, Water and Environment, CERNE2D, Mohammed v University in Rabat, Faculty of Science, Avenue Ibn Battouta, Rabat, BP1014, Agdal, Morocco",Rabat,faculty of science,125
57215196263,"Lebrouhi, B","Engineering for Smart and Sustainable Systems Research Center, Mohammadia School of Engineers, Mohammed V University in Rabat, Rabat, 11000, Morocco",Rabat,mohammed 5 university,120
57203242590,"Lamrani, B"," Faculté des Sciences, Laboratoire MANAPSE, Université Mohammed V de Rabat, Rabat, B.P. 1014 RP, Morocco",Rabat,faculte des sciences,125
57214068561,"Hajji, Rafika","Geomatic Sciences and Topographic Engineering, IAV Hassan II, Rabat, Morocco",Rabat,,
57194679033,"Oulidi, Hassane"," Geomatic Sciences, EHTP, Casablanca, Morocco",Casablanca,,
57216947998,"Zhar, Mehdi","Ecole Normale Supérieur de l’Enseignement Technique, SSDIA Laboratory, University Hassan II, Mohammedia, Morocco",Mohammedia,,
57188973478,"Hichami, Nawal","Laboratory of Biotechnology & Sustainable Development of Natural Resources, Polydisciplinary Faculty of Beni Mellal, Sultan Moulay Slimane University, Mghila PO Box. 592, Beni Mellal, 23000, Morocco",Béni Mellal,polydisciplinary faculty,165
57216603178,"Znari, Mohammed"," Laboratory “Water, Biodiversity & Climate Change”, Department of Biology, Faculty of Science, Semlalia, Cadi Ayyad University, Bd Prince Moulay Abdellah. PO Box 2390, Marrakech, 40000, Morocco",Marrakech,faculty of science,23
6505927823,"Mezzane, D"," IMED-Lab, Cadi Ayyad University, Marrakesh, 40000, Morocco",Marrakech,cadi ayyad university,18
57193892720,"Chafay, H","Laboratory of Agro-physiology Biotechnology Environment and Quality, Department of Biology University Ibn Tofail, Faculty of Science Kenitra, Morocco",Kénitra,faculty of science,77
57224187744,"Shybat, Zine","Superior School of Technology of Khenifra (EST-Khenifra), University of Sultan Moulay Slimane, BP 170, Khenifra, 54000, Morocco",Khénifra,est,174
57398208600,"Elmoussaoui, E","Faculty of Sciences Semlalia, Cadi Ayyad University, Marrakech, Morocco",Marrakech,faculty of sciences semlalia,23
7005583039,"Alimonti, G"," Faculté des Sciences Ain Chock, Réseau Universitaire de Physique des Hautes Energies, Université Hassan II, Casablanca, Morocco",Casablanca,faculte des sciences ain chock,60
57201448820,"Allaire, C"," Faculté des Sciences, Université Ibn-Tofail, Kénitra, Morocco",Kénitra,faculte des sciences,77
55037508600,"Allbrooke, B"," Faculté des Sciences Semlalia, Université Cadi Ayyad, LPHEA, Marrakech, Morocco",Marrakech,faculte des sciences semlalia,23
56224636200,"Allport, P"," LPMR, Faculté des Sciences, Université Mohamed Premier, Oujda, Morocco",Oujda,faculte des sciences,111
55667348900,"Aloisio, A"," Faculté des Sciences, Université Mohammed v, Rabat, Morocco",Rabat,faculte des sciences,125
55336465000,"Alonso, F"," Mohammed VI Polytechnic University, Ben Guerir, Morocco",,,
56480346800,"Ainane, Ayoub"," Superior School of Technology of Khenifra (EST-Khenifra), University of Sultan Moulay Slimane, BP 170, Khenifra, 54000, Morocco",Khénifra,est,174
57201935112,"Mosquera, M"," Materials and Valorization of Natural Resource Laboratory, FST Tangier, Abdelmalek Essaadi University, Morocco",Tanger,fst,9
57221395869,"Britel, Zineb","Mohammadia School of engineers EMI, Mohammed V University, Industrial Department, Morocco",Mohammedia,,
23974447000,"Cherkaoui, Abdelghani"," Mohammadia School of engineers EMI, Mohammed V University, Industrial Department, Morocco",Mohammedia,,
35191638700,"Ainane, Tarik","Superior School of Technology of Khenifra (EST-Khenifra), University of Sultan Moulay Slimane, BP 170, Khenifra, 54000, Morocco",Khénifra,est,174
56480346800,"Ainane, Ayoub"," Superior School of Technology of Khenifra (EST-Khenifra), University of Sultan Moulay Slimane, BP 170, Khenifra, 54000, Morocco",Khénifra,est,174
34880618700,"Noual, A","LPMR, Département de Physique, Faculté des Sciences, Université Mohamed Premier, Oujda, 60000, Morocco",Oujda,faculte des sciences,111
6602544264,"Asbik, Mohamed","Thermal and Energy Research Team (ERTE) ENSAM- Mohammed V University in Rabat, Morocco",Rabat,ensam,130
6507364152,"Boushaba, Hassane"," Engineering Sciences Laboratory, FP Taza, Mohamed Ben Abdellah University, Fez, Morocco",Fès,,
57204513042,"Hafs, Hajar"," Green Energy Park (IRESEN, UM6P), km 2, Route Régionale R206, Benguerir, Morocco",,,
56624492200,"Koukouch, Abdelghani"," ISIAM, Faculté Privée des Sciences de Gestion, Campus Universiapolis, Bab Al Madina, Agadir, Morocco",Agadir,,
56480346800,"Ainane, Ayoub"," Superior School of Technology of Khenifra (EST-Khenifra), University of Sultan Moulay Slimane, BP 170, Khenifra, 54000, Morocco",Khénifra,est,174
57264102900,"Bouhadi, Mohammed","LCAM, Faculty of Sciences Ben Msik, Hassan II University Of casablanca, BP 7955, Casablanca, 20660, Morocco",Casablanca,hassan 2 university,53
57411858500,"Atmani, Zineb"," LIRIP, Ecole Normale Supérieure, Abdelmalek essaâdi university, BP 209, Tetouan, 93150, Morocco",Tétouan,ecole normale superieure,16
58312541600,"Talbi, Mohammed"," Superior School of Technology of Khenifra (EST-Khenifra), University of Sultan Moulay Slimane, BP 170, Khenifra, 54000, Morocco",Khénifra,est,174
57416120000,"Farchi, Fadwa","Department of Mechanical and Electrical Engineering, Hassan 1er University of Settat, Settat, 26000, Morocco",Settat,hassan 1 university,43
57416120100,"Touzi, Badr"," Department of Economics and Management Sciences, Mohammed V University of Rabat, Rabat, 10170, Morocco",Rabat,mohammed 5 university,120
57397243600,"Lahdya, S","University Ibn Tofail, National School of Applied Sciences Kenitra, Morocco",Kénitra,national school of applied sciences,78
57287289400,"Hanini, Amine","Mohammed VI Polytechnic University, Morocco",,,
7004870594,"Ouazar, Driss"," Mohammadia School of Engineering, Morocco",Mohammedia,,
57194752486,"Mellouli, Fatiha","Biodiversity Ecology and Genome Laboratory, Faculty of Sciences, Mohammed v University in Rabat, 4 Avenue Ibn Battouta, Rabat, 10106, Morocco",Rabat,faculty of sciences,125
57193012035,"Abouchoaib, Nabil"," Immunology and Biodiversity Laboratory, Faculty of Science Ain Chock, Hassan II University of Casablanca, Casablanca, 20100, Morocco",Casablanca,hassan 2 university,53
57408861600,"Zekhnini, Hasnae"," Epidemiology and Health Surveillance Unit (SEVS), Institut Agronomique et Vétérinaire Hassan II, Rabat-Instituts, Rabat, 6472, Morocco",Rabat,,
24068521600,"Fusaro, Alice"," Ecole Supérieure de Technologie de Lâayoune, Quartier 24 Mars, Lâayoune, 3007, Morocco",,,
57191408934,"Zakaria, Benlalia","Computer Science Department, Science Faculty, Chouaïb Doukkali University, El Jadida, Morocco",El Jadida,chouaib doukkali university,34
57208081016,"Semma, A","Ibn Tofail University, Kenitra, Morocco",Kénitra,ibn tofail university,72
57397081200,"Lazrak, S"," Faculty of Educational Sciences, Mohammed v University, Rabat, Morocco",Rabat,faculty of educational sciences,131
56728929500,"Hannad, Y"," National Institute of Statistics and Applied Economics, Rabat, Morocco",Rabat,,
55809656800,"Atourki, Lahoucine"," MANAPSE Lab, Faculty of Science, Mohammed v University in Rabat, Morocco",Rabat,faculty of science,125
57200962232,"Ouafi, Mouad"," CBS, Mohammed VI Polytechnic University, Ben Guerir, Morocco",,,
36668431000,"Hashmi, Syed"," LMER, Faculty of Science, Ibn Zohr University, Agadir, Morocco",Agadir,faculty of science,91
57214334428,"Oussellam, Mariam","BioBio Research Center, BioEcoGen Laboratory, Faculty of Sciences, Mohammed V University in Rabat, 4 Avenue Ibn Battouta, B.P. 1014, Rabat, RP, 10106, Morocco",Rabat,faculty of sciences,125
57194115308,"Selfati, Mohamed"," National Institute of Fisheries Research (INRH), 13 Bd Zerktouni, BP 493, Nador, 62000, Morocco",Nador,,
57222224845,"Ikrissi, G","National School of Applied Sciences, University Ibn Tofail, Kenitra, Morocco",Kénitra,national school of applied sciences,78
55698611000,"Berrada, Asmae","International University of Rabat, College of Engineering and Architecture, LERMA, Sala Al Jadida, Morocco",Rabat,,
57221648003,"Latif, Fatouma"," Superior School of Technology of Khenifra (EST-Khenifra), University of Sultan Moulay Slimane, BP 170, Khenifra, 54000, Morocco",Khénifra,est,174
7801311808,"Boujenna, Asma","Université Abdel Malek Essâadi, Faculté des Sciences, Dept. de Biologie, Av. Sebta, Tétouan, 93002, Morocco",Tétouan,faculte des sciences,6
57213264401,"Rougaii, F","Department of Electrical Engineering and Telecommunication Systems, National School of Applied Sciences (ENSA), Laboratory Engineering of Advanced Systems, Kenitra, Morocco",Kénitra,ensa,78
57351213200,"Akrouchi, A","Laboratory of Condensed Matter and Interdisciplinary Sciences (LaMCScI), B.P. 1014, Faculty of Science, Mohammed v University in Rabat, Morocco",Rabat,faculty of science,125
6603477553,"Kenz, A"," Hassan II Academy of Science and Technology in Rabat, Morocco",Rabat,,
37101472400,"Kharbachi, A"," MSDA, Mohammed VI Polytechnic University Lot, 660 Hay Moulay Rachid Ben, 43150, Morocco",,,
57397658200,"Saber, O","National School of Applied Sciences, University Ibn Tofail, Kenitra, Morocco",Kénitra,national school of applied sciences,78
57200797479,"Maguana, Y","Research Laboratory on Materials Reactivity and Process Optimization “REMATOP”, Department of Chemistry, Faculty of Science Semlalia, Cadi Ayyad University, B.P. 2390, Marrakech, Morocco",Marrakech,faculty of science semlalia,23
55328092500,"Therrien, Catherine"," Al Akhawayn University, Ifrane, Morocco",,,
57224162593,"Elmahboub, E","IMED-Lab.: Groupe d’Étude des Matériaux Optoélectroniques, Faculté des Sciences et Techniques, Université Cadi Ayyad, B.P.549, Marrakech, 40000, Morocco",Marrakech,faculte des sciences,23
